ID_epi,tiempo_entrada,tiempo_salida,texto,episodio,temporada
87,00:07:03.440,00:07:06.040,su instinto de supervivencia les va a llevar a la acción.,4,2
88,00:07:06.760,00:07:07.920,¿Y qué van a hacer?,4,2
89,00:07:08.400,00:07:10.720,¿Los de numismática se van a marcar la de Bruce Willis?,4,2
90,00:07:11.000,00:07:11.920,"Algo así, Nairobi.",4,2
91,00:07:13.000,00:07:17.120,Intentarán escapar o escaparán. No.,4,2
92,00:07:17.200,00:07:19.440,Es posible que eso pase. Vamos armados.,4,2
93,00:07:19.520,00:07:22.560,Y en ese momento el resto de los rehenes nos perderá el miedo.,4,2
94,00:07:22.640,00:07:26.040,"Y si eso ocurre, es importantísimo restablecer el control",4,2
95,00:07:26.120,00:07:29.520,y en ese caso lo haremos a través de la empatía.,4,2
96,00:07:30.680,00:07:34.160,Generando un clima de confianza mucho más sólido,4,2
97,00:07:34.240,00:07:36.320,que lo que hayamos tenido hasta ese momento.,4,2
98,00:07:42.240,00:07:45.240,"Pues confianza y M-16 como que no casan, ¿no?",4,2
99,00:07:45.960,00:07:49.640,Entonces tendremos que encontrar cosas que nos unan a los rehenes.,4,2
100,00:07:50.480,00:07:54.000,"Vamos a ver, ¿qué une a las personas? ¿Hum?",4,2
101,00:07:54.320,00:07:57.720,"Pues el fútbol. El fútbol es muy buen ejemplo,",4,2
102,00:07:58.200,00:08:02.080,pero hay una cosa que une más todavía que el fútbol.,4,2
103,00:08:04.480,00:08:05.200,¿El sexo?,4,2
104,00:08:07.240,00:08:09.640,"El sexo une, el sexo une, pero de dos en dos.",4,2
105,00:08:09.720,00:08:10.760,O no. -Cuidado.,4,2
106,00:08:10.840,00:08:11.880,Normalmente.,4,2
107,00:08:12.600,00:08:16.440,"Hay... Bueno, hay tríos y...",4,2
108,00:08:16.680,00:08:20.840,"Y se dan cuartetos, incluso, bueno, estructuras más grupales.",4,2
109,00:08:20.920,00:08:23.080,¿Estructuras? Ni que decir tiene,4,2
110,00:08:23.160,00:08:25.320,que no tiene cabida en nuestro plan.,4,2
111,00:08:25.400,00:08:27.160,"Ay, lo siento, chicos. -Menos mal.",4,2
112,00:08:28.120,00:08:30.720,"Porque con la suerte que tengo, si montamos una orgía,",4,2
113,00:08:30.800,00:08:32.480,seguro que me toca detrás de este.,4,2
114,00:08:33.880,00:08:37.760,"(NAIROBI) Pero, Profesor, ¿qué une más que el sexo?",4,2
115,00:08:38.800,00:08:40.040,¿Qué nos une a nosotros?,4,2
116,00:08:40.800,00:08:42.600,(ALGUNOS) ¡Uh!,4,2
117,00:08:44.240,00:08:46.240,A todos nosotros quiero decir.,4,2
118,00:08:46.320,00:08:49.040,"-Bueno, a ver, yo os he cogido mucho cariño a todos,",4,2
119,00:08:49.120,00:08:50.440,pero... ¿Con sinceridad?,4,2
120,00:08:51.520,00:08:52.760,El dinero.,4,2
121,00:08:54.440,00:08:55.480,El dinero.,4,2
122,00:08:56.240,00:08:59.240,"Y otra cosa no, pero dinero... nos va a sobrar.",4,2
123,00:09:00.680,00:09:02.360,He estado pensando mucho,4,2
124,00:09:02.440,00:09:05.720,en cómo podríamos transformar a nuestros rehenes...,4,2
125,00:09:07.080,00:09:08.960,en nuestros socios...,4,2
126,00:09:11.720,00:09:13.720,"y, bueno, he llegado a una conclusión:",4,2
127,00:09:18.760,00:09:19.800,dinero...,4,2
128,00:09:22.240,00:09:23.280,o libertad.,4,2
129,00:09:24.160,00:09:27.400,"¿Ha pensado usted alguna vez, lo digo así, a modo de fantasía,",4,2
130,00:09:27.880,00:09:29.000,en ponerse un precio?,4,2
131,00:09:30.040,00:09:31.120,-Pues ya le digo yo que sí.,4,2
132,00:09:31.280,00:09:34.960,"-Piénselo, que tiene dos horas. -No tengo nada que pensar.",4,2
133,00:09:35.040,00:09:38.000,"(BERLÍN) Hablo del dolor, del daño que le estamos infringiendo.",4,2
134,00:09:38.080,00:09:41.040,-Estoy aquí trabajando mejor que he trabajado en toda mi vida.,4,2
135,00:09:41.280,00:09:43.680,-¿Cuál sería el salario mínimo de un rehén?,4,2
136,00:09:44.920,00:09:47.960,"Yo he pensado en un millón de euros. Así, libre, sin impuestos.",4,2
137,00:09:48.040,00:09:49.200,"A mí no me vais a engañar,",4,2
138,00:09:49.680,00:09:51.520,sé perfectamente cómo funciona todo esto.,4,2
139,00:09:51.600,00:09:52.400,"¿Ah, sí?",4,2
140,00:09:52.480,00:09:53.840,-Sabe lo que esto cuesta.,4,2
141,00:09:53.920,00:09:56.960,Y sabe que la profesión es algo que se lleva en la sangre.,4,2
142,00:09:57.040,00:09:59.720,"Jamás he tenido una jefa como usted, señorita Nairobi.",4,2
143,00:09:59.800,00:10:03.040,-¿Es eso o... la segunda opción? ¿Cuál es esa segunda opción?,4,2
144,00:10:03.120,00:10:04.840,"Salir... ¿Así, sin más?",4,2
145,00:10:04.920,00:10:07.800,"-Así, como te lo cuento, pero con las manos vacías.",4,2
146,00:10:07.880,00:10:09.800,¿Cómo vamos a sacar un millón de euros de aquí?,4,2
147,00:10:11.320,00:10:13.120,¿Escondidos en los calzoncillos?,4,2
148,00:10:13.200,00:10:16.840,"-Tú me das la dirección de un primo carnal tuyo, un amigo,",4,2
149,00:10:17.320,00:10:19.840,y yo te hago llegar un sobre postal con tu dinero,4,2
150,00:10:19.920,00:10:22.560,a los cinco o a los seis meses de salir de aquí.,4,2
151,00:10:22.640,00:10:24.880,"-Piénsatelo, que no es lo mismo criar a un hijo",4,2
152,00:10:24.960,00:10:27.440,con un millón debajo del colchón. -Pues...,4,2
153,00:10:27.760,00:10:28.840,-La libertad...,4,2
154,00:10:30.520,00:10:31.800,o el dinero.,4,2
155,00:10:32.200,00:10:33.720,(SUSURRANDO) Un millón...,4,2
156,00:10:37.880,00:10:41.000,"-Aquí había una cámara, en la entrada de los baños.",4,2
157,00:10:41.760,00:10:44.600,Y en este pasillo creo que había otra.,4,2
158,00:10:44.680,00:10:47.160,"-Quieres decir que, aparte de las cámaras del edificio,",4,2
159,00:10:47.240,00:10:49.720,"¿habían instalado más? -Sí, estas eran diferentes.",4,2
160,00:10:49.800,00:10:52.000,-Nos tenían cavando un túnel.,4,2
161,00:10:53.080,00:10:54.480,Estaba en el sótano.,4,2
162,00:10:55.040,00:10:58.840,"Había mucha munición, como para una guerra,",4,2
163,00:10:58.920,00:11:00.240,"había cajas de balas,",4,2
164,00:11:01.760,00:11:04.200,"cargadores, explosivos.",4,2
165,00:11:06.760,00:11:09.800,"-Sí, estos tres formaban parte de la banda.",4,2
166,00:11:10.800,00:11:14.800,"Eran ocho, dos de ellos extranjeros.",4,2
167,00:11:14.880,00:11:17.320,-¿Sabrías decir si alguno de ellos es el Profesor?,4,2
168,00:11:20.400,00:11:22.760,-Tenían nombres de ciudades:,4,2
169,00:11:23.080,00:11:24.160,Berlín.,4,2
170,00:11:24.240,00:11:25.960,-Moscú. -Denver.,4,2
171,00:11:26.040,00:11:28.000,-Nairobi. -Helsinki.,4,2
172,00:11:28.080,00:11:29.840,-Ella era Tokio. -Este era Río.,4,2
173,00:11:29.920,00:11:33.360,-Era el menos peligroso de todos. Custodiaba a Alison.,4,2
174,00:11:35.600,00:11:38.520,-¿Tenían a Alison separada del resto de los rehenes?,4,2
175,00:11:38.720,00:11:40.200,"-Sí, a veces la separaban.",4,2
176,00:11:40.280,00:11:42.280,-Uno de los extranjeros está herido.,4,2
177,00:11:43.280,00:11:44.440,O muerto.,4,2
178,00:11:44.840,00:11:46.920,Le golpeamos en la cabeza con una tubería.,4,2
179,00:11:47.200,00:11:48.520,-Oslo le llamaban.,4,2
180,00:11:53.560,00:11:55.760,-Si nos disculpa... Puede tomarse un descanso.,4,2
181,00:11:55.840,00:11:57.800,Si quiere tomar un café o comer algo.,4,2
182,00:11:58.080,00:11:59.480,"Lobo, acompáñalo fuera.",4,2
183,00:12:06.240,00:12:07.520,Mejor siéntese.,4,2
184,00:12:18.800,00:12:20.520,Estas son las gafas de Álex.,4,2
185,00:12:21.560,00:12:23.200,"Le habían insertado micrófonos,",4,2
186,00:12:23.280,00:12:26.360,"es un K-Log 20-10, con una cobertura de 1500 metros.",4,2
187,00:12:27.000,00:12:29.680,Debieron colocárselo cuando entró con los sanitarios.,4,2
188,00:12:31.680,00:12:33.040,Ángel no es un traidor.,4,2
189,00:12:35.800,00:12:36.920,-Raquel...,4,2
190,00:12:39.120,00:12:41.600,Sé lo que está pasando ahora mismo por su cabeza.,4,2
191,00:12:42.360,00:12:44.000,Pero estaba haciendo su trabajo.,4,2
192,00:12:44.080,00:12:46.360,Cualquiera de nosotros hubiera hecho lo mismo.,4,2
193,00:12:48.240,00:12:49.960,Todos los indicios apuntaban a él.,4,2
194,00:12:50.840,00:12:52.320,-Yo también me equivoqué.,4,2
195,00:13:18.200,00:13:23.160,(Pitidos),4,2
196,00:13:31.440,00:13:33.520,"(CONTESTADOR) ""Tiene un mensaje nuevo.",4,2
197,00:13:34.000,00:13:35.440,"(ÁNGEL) Raquel, soy yo otra vez.",4,2
198,00:13:35.520,00:13:37.600,"Llámame, tienes el contestador lleno.",4,2
199,00:13:37.680,00:13:39.440,"Lo tenemos, escucha, lo tenemos.",4,2
200,00:13:39.520,00:13:42.200,"Tenemos al tipo que les está ayudando desde fuera, sí.",4,2
201,00:13:42.280,00:13:44.880,"Sí, es Salva, Salva, el de la sidra.",4,2
202,00:13:44.960,00:13:48.280,"Él estuvo en el cuartel, él amenazó al ruso, joder.",4,2
203,00:13:48.360,00:13:51.960,"Te está utilizando, coño. Sus huellas estaban en el zeta.",4,2
204,00:13:52.040,00:13:55.360,Se ha arrimado a ti para aprovecharse. Te está utilizando...,4,2
205,00:13:56.040,00:13:57.880,"-Para devolver la llamada, pulse..."".",4,2
206,00:14:05.120,00:14:08.240,"(CONTESTADOR) ""Hola, soy Raquel. Ahora mismo no puedo atenderte.",4,2
207,00:14:08.320,00:14:10.960,"Si es algo urgente, deja un mensaje después de la señal"".",4,2
208,00:14:11.040,00:14:12.040,(Pitido),4,2
209,00:14:12.120,00:14:14.960,"""El buzón de voz del número al que llama está lleno"".",4,2
210,00:14:16.520,00:14:18.800,Ángel me estuvo llamando toda la tarde.,4,2
211,00:14:19.880,00:14:21.600,Pero no le cogí el móvil.,4,2
212,00:14:23.640,00:14:24.960,16 llamadas.,4,2
213,00:14:26.040,00:14:27.520,Me llamó 16 veces.,4,2
214,00:14:27.800,00:14:28.960,Y no lo cogí.,4,2
215,00:14:34.240,00:14:38.320,"(CONTESTADOR) ""Raquel, Raquel, soy Ángel.",4,2
216,00:14:39.400,00:14:41.200,"Escucha, te pido que recapacites.",4,2
217,00:14:42.240,00:14:45.360,"Mira, entiendo el calentón. Yo también me he pasado..."".",4,2
218,00:14:45.440,00:14:47.560,-Desconecta los altavoces o bájalo.,4,2
219,00:14:47.640,00:14:50.120,"(ÁNGEL) ""Es la primera bronca que tenemos tú y yo.",4,2
220,00:14:50.200,00:14:52.560,"Seré un gilipollas o lo que tú quieras, pero..."".",4,2
221,00:14:52.960,00:14:54.400,Pero yo no soy el topo.,4,2
222,00:14:55.200,00:14:57.280,"Yo no soy el topo, coño.",4,2
223,00:14:57.360,00:14:59.280,"""Me vas a joder la vida, Raquel.",4,2
224,00:14:59.880,00:15:01.120,Llámame.,4,2
225,00:15:08.080,00:15:09.080,"(BORRACHO) Raquel,""",4,2
226,00:15:10.200,00:15:14.200,¿se puede saber por qué coño no me coges el teléfono? ¿Eh?,4,2
227,00:15:14.280,00:15:16.480,"Después de 15 años contigo, a tu lado",4,2
228,00:15:16.560,00:15:18.080,"""como un puto pringado.",4,2
229,00:15:18.160,00:15:21.040,"Y no por arrimarme, no, por amistad,""",4,2
230,00:15:21.120,00:15:22.960,por amor. ¿Me oyes?,4,2
231,00:15:23.560,00:15:24.680,"""Por amor"".",4,2
232,00:15:27.440,00:15:29.200,(Claxon),4,2
233,00:15:29.280,00:15:30.280,(Pitido),4,2
234,00:15:30.360,00:15:33.000,"""He estado a punto de mandarlo todo a la mierda. De mandar""",4,2
235,00:15:33.080,00:15:36.360,a Mari Carmen a la mierda por una zorra que no se follaría ni Prieto.,4,2
236,00:15:36.440,00:15:38.800,"""¿Me oyes? Sí, eres una zorra, una zorra""",4,2
237,00:15:38.880,00:15:42.640,egoísta y obsesiva. ¡Eres una puta zorra! ¡Puta zorra!,4,2
238,00:15:42.840,00:15:45.200,"Una comecoños, una frígida, coño.",4,2
239,00:15:45.360,00:15:46.440,"""Una fri..."".",4,2
240,00:16:02.360,00:16:05.160,"""¿Cuántos golpes se pueden aguantar antes de caer a la lona?",4,2
241,00:16:07.280,00:16:09.400,"Si eres Raquel Murillo, muchos.",4,2
242,00:16:10.880,00:16:13.440,"Pero hay algo malo en ser un buen encajador de golpes"".",4,2
243,00:16:13.520,00:16:16.440,"-""Atención, la inspectora Murillo se está acercando a la fachada"".",4,2
244,00:16:16.520,00:16:19.520,"""Que si los golpes no paran, vas a acabar cayendo igual.",4,2
245,00:16:19.680,00:16:24.400,"Y cuando caigas, será como si todos esos golpes vinieran juntos"".",4,2
246,00:16:24.480,00:16:25.400,-¡Raquel!,4,2
247,00:16:25.920,00:16:28.840,-¡Raquel! -¡Raquel!,4,2
248,00:16:29.680,00:16:30.640,¡Raquel!,4,2
249,00:16:30.720,00:16:32.200,"""Murillo dejó de oír.",4,2
250,00:16:35.280,00:16:36.240,De pensar.,4,2
251,00:16:37.520,00:16:39.000,"Simplemente caminó"".",4,2
252,00:16:39.960,00:16:42.200,(HABLA EN SU IDIOMA),4,2
253,00:16:46.280,00:16:47.440,"""Era un cuerpo vacío",4,2
254,00:16:48.640,00:16:50.440,"buscando que todo aquello terminase"".",4,2
255,00:16:50.880,00:16:52.040,¡Raquel!,4,2
256,00:16:58.440,00:16:59.320,¡Vamos!,4,2
257,00:17:01.160,00:17:02.160,Vamos.,4,2
258,00:17:02.560,00:17:03.960,"Vamos, vamos.",4,2
259,00:17:07.200,00:17:10.200,"¿Cómo? Perdona, no te... No te he entendido bien. Eh...",4,2
260,00:17:14.320,00:17:15.640,-La libertad.,4,2
261,00:17:18.560,00:17:20.640,"He dicho que quiero la... -No, no, no.",4,2
262,00:17:20.720,00:17:21.840,A ver...,4,2
263,00:17:22.160,00:17:25.200,"Espera, antes de que me contestes en serio, quiero...",4,2
264,00:17:25.880,00:17:28.280,Me gustaría hacerte un par de consideraciones.,4,2
265,00:17:29.480,00:17:34.000,La primera es que... debes contemplar,4,2
266,00:17:35.640,00:17:37.640,que tú y yo tenemos una relación.,4,2
267,00:17:41.120,00:17:46.920,"Y la segunda... es que la libertad está llena de imprevistos,",4,2
268,00:17:48.160,00:17:51.960,"de peligros y cosas terribles, quizá, que a mí, personalmente,",4,2
269,00:17:52.040,00:17:53.280,me dan miedo.,4,2
270,00:17:55.440,00:17:57.720,¿Sabes los polluelos del águila,4,2
271,00:17:58.840,00:18:03.080,que saltan antes de tiempo y se destrozan contra las rocas?,4,2
272,00:18:03.160,00:18:04.320,A mí eso me da miedo.,4,2
273,00:18:04.840,00:18:07.760,"O los conejitos, los gazapos que están en su madriguera.",4,2
274,00:18:08.840,00:18:12.080,Ven la luz del sol y salen.,4,2
275,00:18:18.960,00:18:23.240,Y un lobo les parte el cuello de un mordisco.,4,2
276,00:18:29.240,00:18:31.040,A mí eso me da miedo.,4,2
277,00:18:32.680,00:18:34.680,"No, Ariadna, porque...",4,2
278,00:18:35.840,00:18:39.920,"A lo mejor ahora, ahora mismo, es mucho más peligroso",4,2
279,00:18:40.000,00:18:41.320,salir de aquí...,4,2
280,00:18:43.000,00:18:44.080,que quedarse.,4,2
281,00:18:47.160,00:18:50.080,"Y a mí no me gustaría que te pasase nada malo, Ariadna.",4,2
282,00:18:55.960,00:18:57.760,Tampoco quiero que te angusties.,4,2
283,00:19:00.240,00:19:03.000,No quiero eso. Te voy a dar un par de horas para pensarlo.,4,2
284,00:19:14.120,00:19:15.400,Tengo que salir.,4,2
285,00:19:16.880,00:19:19.200,Estoy embarazada. Tengo que ir al ginecólogo y...,4,2
286,00:19:19.600,00:19:22.040,"Bueno, y al traumatólogo, o al médico que se vaya,",4,2
287,00:19:22.120,00:19:25.400,que no sé a qué médico se va si tienes un balazo en la pierna.,4,2
288,00:19:25.480,00:19:28.160,"Pues el de medicina interna será, ¿no? Yo qué sé.",4,2
289,00:19:28.480,00:19:29.920,"Pero vamos a ver, ¿qué pasa?",4,2
290,00:19:30.400,00:19:32.120,¿Que el milloncito no te tira?,4,2
291,00:19:32.800,00:19:35.320,"Con eso tienes la vida resuelta. Bueno, depende.",4,2
292,00:19:35.600,00:19:37.600,Si se me gangrena la herida y me quedo coja...,4,2
293,00:19:37.680,00:19:39.480,"A ver, si pasa eso, ya lo pensaremos.",4,2
294,00:19:40.000,00:19:41.840,Que tampoco es plan de ponerse en lo peor.,4,2
295,00:19:42.920,00:19:43.800,Digo yo.,4,2
296,00:19:44.400,00:19:47.440,"Eh, si además tú aquí estás de lujo, ¿eh?",4,2
297,00:19:48.040,00:19:51.840,"Con tu cuarto propio, la ""suite"" presidencial de Mónica Gaztambide.",4,2
298,00:19:51.920,00:19:52.920,¿O no?,4,2
299,00:19:56.880,00:19:58.640,"Que lo mismo, si te vas, hasta...",4,2
300,00:20:00.920,00:20:02.280,Pues hasta nos echas de menos.,4,2
301,00:20:04.120,00:20:06.080,¿Por qué tanta insistencia en que me quede?,4,2
302,00:20:16.640,00:20:18.480,"No te habrás enamorado, ¿no?",4,2
303,00:20:22.040,00:20:23.200,No es verdad.,4,2
304,00:20:24.120,00:20:25.160,Escucha. Mírame.,4,2
305,00:20:25.400,00:20:26.400,¿Es en serio?,4,2
306,00:20:27.760,00:20:29.160,¿Qué pasa si es en serio?,4,2
307,00:20:29.240,00:20:32.640,"Vamos a ver, a ver, no te puedes enamorar en 60 horas.",4,2
308,00:20:32.720,00:20:35.960,"Bueno, 60 horas. Pues en 60 horas te he pegado un tiro.",4,2
309,00:20:36.040,00:20:37.920,Y te lo he sacado.,4,2
310,00:20:38.000,00:20:40.600,"Te has enterado de que estabas preñada, que si aborto,",4,2
311,00:20:40.680,00:20:42.360,"que si no aborto, que si dejo al novio.",4,2
312,00:20:43.400,00:20:44.920,Que te acuestas conmigo.,4,2
313,00:20:45.960,00:20:48.800,"Pues si me das 24 horas más, a lo mejor te pido matrimonio.",4,2
314,00:20:48.880,00:20:51.400,Y en otras 24 pues nos divorciamos.,4,2
315,00:20:52.760,00:20:54.800,¿Qué cojones importa el tiempo aquí dentro?,4,2
316,00:20:55.400,00:20:57.520,Si al final el tiempo es una cosa... Vale.,4,2
317,00:20:59.280,00:21:00.440,¿Vale qué?,4,2
318,00:21:01.280,00:21:02.200,Que me quedo.,4,2
319,00:21:06.400,00:21:10.440,Pero para lo de casarnos y eso me vas a tener que dar más tiempo.,4,2
320,00:21:10.520,00:21:13.480,"¿Vale? No sé, 16 minutos o algo así.",4,2
321,00:21:59.760,00:22:02.160,(Móvil),4,2
322,00:22:18.640,00:22:19.360,¿Sí?,4,2
323,00:22:19.440,00:22:21.360,"Mire, disculpe que lo vuelva a llamar.",4,2
324,00:22:21.440,00:22:23.880,Soy la madre de Raquel. Como el otro día estaba usted,4,2
325,00:22:23.960,00:22:27.680,"tan cerca de mi hija. Verá, es que tengo un mensaje urgente",4,2
326,00:22:27.760,00:22:29.200,del subinspector Ángel,4,2
327,00:22:29.280,00:22:32.960,"""y no la localizo. ¿Está usted cerca de ella?"".",4,2
328,00:22:33.160,00:22:35.360,"Justo ahora no, pero la voy a ver en un momento.",4,2
329,00:22:35.480,00:22:37.840,"""Si me lo dice, tal vez pueda yo hacérselo llegar"".",4,2
330,00:22:37.920,00:22:40.960,"Bueno, no sabe cómo se lo agradezco, porque parecía importante.",4,2
331,00:22:41.040,00:22:43.560,"¿Qué mensaje? Espere, que le leo.",4,2
332,00:22:44.840,00:22:49.600,"Eh... Sí. ""Le tenemos, tenemos al puñetero tío",4,2
333,00:22:49.680,00:22:53.360,que les ayuda desde fuera. Es el tío de la sidra.,4,2
334,00:22:53.520,00:22:56.720,"El que estuvo en el desguace, el que amenazó al ruso"".",4,2
335,00:22:57.240,00:22:59.320,Un segundo. Eh...,4,2
336,00:22:59.720,00:23:03.000,"""Sus huellas estaban en el zeta. Lo tenemos.",4,2
337,00:23:03.080,00:23:06.040,"Voy hacia la carpa y te cuento todo"".",4,2
338,00:23:07.240,00:23:08.640,¿Lo ha apuntado bien?,4,2
339,00:23:09.360,00:23:11.600,"Sí. No se preocupe, ¿eh?",4,2
340,00:23:11.680,00:23:14.680,"""Yo me encargo"". Bueno, pues muchas gracias otra vez.",4,2
341,00:23:14.760,00:23:16.600,"""Muchísimas gracias"". De nada.",4,2
342,00:23:29.080,00:23:32.280,"""El Profesor había construido su plan milimétricamente:",4,2
343,00:23:32.360,00:23:36.160,"cada movimiento de la policía, cada posible error de su banda,",4,2
344,00:23:37.080,00:23:41.440,"el comportamiento de los rehenes, cada variable; todo.",4,2
345,00:23:41.880,00:23:44.920,"Y entonces, cuando creía que tenía el control,",4,2
346,00:23:45.280,00:23:46.640,descubrió que no.,4,2
347,00:23:46.720,00:23:49.280,Jamás se le había ocurrido pensar que para que todo el plan,4,2
348,00:23:49.360,00:23:52.280,no se fuera por el retrete iba a tener que matar.,4,2
349,00:23:57.840,00:24:02.040,Matar a la madre de la mujer de la que se estaba enamorando.,4,2
350,00:24:03.000,00:24:06.080,"Y claro, nadie está preparado para eso"".",4,2
351,00:24:18.440,00:24:21.760,(RAQUEL) ¿Qué me han puesto? (PRIETO) Un calmante intravenoso.,4,2
352,00:24:22.520,00:24:25.240,-¿Habéis hablado ya con los rehenes? ¿Qué han dicho?,4,2
353,00:24:27.240,00:24:29.880,-De momento hemos confirmado que están haciendo un túnel.,4,2
354,00:24:29.960,00:24:32.320,Vamos a localizar la posición exacta.,4,2
355,00:24:33.520,00:24:36.160,"Y lo que ya sabemos, que están armados hasta los dientes.",4,2
356,00:24:37.560,00:24:40.680,"Raquel, eres la persona más cualificada",4,2
357,00:24:40.760,00:24:42.520,para llevar el mando de este operativo.,4,2
358,00:24:42.840,00:24:45.160,Pero ya va siendo hora de descansar.,4,2
359,00:24:50.240,00:24:52.000,-No se preocupe por nada.,4,2
360,00:24:52.080,00:24:54.320,El comisario viene de camino para ocupar su lugar.,4,2
361,00:24:54.800,00:24:56.960,Así usted se irá a su casa unas horas.,4,2
362,00:24:57.520,00:24:58.800,Tiene que dormir.,4,2
363,00:25:00.440,00:25:02.560,-¿Puedo hacer una llamada? -Claro.,4,2
364,00:25:04.960,00:25:05.960,Tenga.,4,2
365,00:25:20.200,00:25:22.360,"""Salva. Soy Raquel.",4,2
366,00:25:23.480,00:25:25.120,"Mira, necesito que...",4,2
367,00:25:25.840,00:25:27.600,Que vengas a sacarme de aquí.,4,2
368,00:25:28.440,00:25:30.400,"Este es el peor día de mi vida y..."".",4,2
369,00:25:30.840,00:25:34.120,"Y tengo que escaparme de esta carpa, de esta ciudad.",4,2
370,00:25:34.840,00:25:38.480,"""Salva, ¿estás ahí?"". No puedo, tengo un compromiso.",4,2
371,00:25:40.240,00:25:41.840,"Claro, entiendo, entiendo.",4,2
372,00:25:41.920,00:25:45.680,"""Y llamar así... es un poco"".",4,2
373,00:25:45.760,00:25:47.160,(Llamada finalizada),4,2
374,00:25:55.640,00:25:57.280,Buenas. Hola.,4,2
375,00:25:58.240,00:26:02.000,"Dígame. Soy Salva, el amigo de su hija.",4,2
376,00:26:02.960,00:26:06.040,"Hemos hablado por teléfono. Ay, sí, sí, claro.",4,2
377,00:26:09.000,00:26:11.040,"Pase, pase. Gracias.",4,2
378,00:26:21.720,00:26:22.840,Adelante.,4,2
379,00:26:33.800,00:26:35.040,No reacciona.,4,2
380,00:26:36.240,00:26:39.200,"No quiero ser agorero, pero me temo que el golpe en el cráneo",4,2
381,00:26:39.280,00:26:40.960,ha causado un daño irreparable.,4,2
382,00:26:42.240,00:26:45.880,"-¿Qué pasa, que eres neurocirujano? No lo sabemos.",4,2
383,00:26:46.240,00:26:48.080,Tenemos que llevarle a un hospital.,4,2
384,00:26:48.160,00:26:50.120,Porque igual todavía se le puede curar.,4,2
385,00:26:50.360,00:26:52.800,"-De aquí no va a salir nadie, ¿me oyes?",4,2
386,00:26:52.880,00:26:55.280,"Con boquete o sin él, ya sabes lo que dijo el Profesor.",4,2
387,00:26:55.360,00:26:58.360,El Profesor me la sopla. ¿Dónde estaba el Profesor,4,2
388,00:26:58.440,00:27:00.520,cuando se han escapado 16 rehenes?,4,2
389,00:27:00.600,00:27:03.160,¿Dónde estaba cuando le han abierto la cabeza a Oslo?,4,2
390,00:27:04.120,00:27:06.240,"Abrimos las puertas, llamamos a la policía",4,2
391,00:27:06.320,00:27:09.000,y que se lo lleven los médicos. -¿De qué coño estás hablando?,4,2
392,00:27:09.080,00:27:11.880,"Las normas quedaron claras, nadie sale.",4,2
393,00:27:11.960,00:27:13.840,"Todos lo aceptamos, Oslo también.",4,2
394,00:27:13.920,00:27:17.400,Se han fugado 16 rehenes. Las normas han cambiado.,4,2
395,00:27:17.480,00:27:20.360,"Los rehenes no saben lo que está pasando aquí, Oslo sí.",4,2
396,00:27:20.440,00:27:22.960,-¿Y qué? ¿Eh? Si no puede ni hablar.,4,2
397,00:27:23.360,00:27:25.760,"Y aunque pudiera, no nos delataría. Vamos a votar.",4,2
398,00:27:26.800,00:27:29.400,"-Esto no es una bonita democracia. -No lo es, no.",4,2
399,00:27:31.400,00:27:35.920,Abrimos las puertas y dejamos salir a Oslo.,4,2
400,00:27:36.360,00:27:38.120,-De aquí no va a salir nadie.,4,2
401,00:27:38.520,00:27:39.600,Berlín...,4,2
402,00:27:44.760,00:27:46.160,(HELSINKI) Oslo no sale.,4,2
403,00:27:56.720,00:27:59.600,Yo hablar con Oslo antes de entrar.,4,2
404,00:28:00.760,00:28:02.600,No importa la herida.,4,2
405,00:28:04.800,00:28:06.520,Antes muerte que cárcel.,4,2
406,00:28:08.520,00:28:09.600,¿Tú entender?,4,2
407,00:28:12.520,00:28:13.520,-Sí.,4,2
408,00:28:21.720,00:28:23.080,-Yo ocupar de Oslo.,4,2
409,00:28:42.720,00:28:45.200,La verdad es que tienen ustedes una casa preciosa.,4,2
410,00:28:45.680,00:28:46.920,Muchas gracias.,4,2
411,00:28:47.720,00:28:51.160,"Pues Raquel no está en casa, la pobre trabaja tanto...",4,2
412,00:29:03.120,00:29:05.440,"Estaba tomando un café, ¿quiere que le haga uno?",4,2
413,00:29:07.600,00:29:10.200,No quisiera molestarla. Pero si no tardo nada...,4,2
414,00:29:10.320,00:29:13.760,"Ah, bueno, pues muchas gracias. Qué bien. Siéntese, ¿eh?",4,2
415,00:29:50.800,00:29:53.520,"""Existen 10 000 maneras de matar a una abuela,",4,2
416,00:29:54.000,00:29:56.200,pero el Profesor no era ningún sicario.,4,2
417,00:29:57.000,00:29:58.720,Más bien era un ajedrecista.,4,2
418,00:29:59.000,00:30:01.080,Al que le venía grande el mundo del crimen.,4,2
419,00:30:04.720,00:30:07.280,Así que eligió la opción más limpia e inteligente.,4,2
420,00:30:09.680,00:30:12.960,"Verter 2,5 miligramos de dioxina en el café de la abuela.",4,2
421,00:30:16.040,00:30:18.600,Esperar el fallo cardiaco que eso iba a provocarle...,4,2
422,00:30:19.720,00:30:20.960,"y evaporarse"".",4,2
423,00:30:23.480,00:30:24.560,¿Quiere azúcar?,4,2
424,00:30:25.720,00:30:27.720,"Sí, por favor. Tres cucharadas.",4,2
425,00:30:28.200,00:30:29.520,"Es usted goloso, ¿eh?",4,2
426,00:30:31.680,00:30:34.120,"Yo también, aunque no debería.",4,2
